FAD-001.mpi40.out:Total Dipole Moment    :     -0.00000       0.00000       0.00000
FAD-002.mpi40.out:Total Dipole Moment    :     -0.00000       0.00000       0.00000
FAD-003.mpi40.out:Total Dipole Moment    :     -0.00000       0.00000       0.00000
FAD-004.mpi40.out:Total Dipole Moment    :     -0.00000       0.00000       0.00000
FAD-005.mpi40.out:Total Dipole Moment    :     -0.00000       0.00000       0.00000
FAD-006.mpi40.out:Total Dipole Moment    :     -0.00000       0.00000       0.00000
FAD-007.mpi40.out:Total Dipole Moment    :     -0.00000       0.00000       0.00000
FAD-008.mpi40.out:Total Dipole Moment    :      0.00000       0.00000       0.00000
FAD-009.mpi40.out:Total Dipole Moment    :      0.00000      -0.00000       0.00000
FAD-010.mpi40.out:Total Dipole Moment    :      0.00000      -0.00000       0.00000
FAD-011.mpi40.out:Total Dipole Moment    :      0.00000      -0.00000       0.00000
FAD-012.mpi40.out:Total Dipole Moment    :      0.00000      -0.00000       0.00000
FAD-013.mpi40.out:Total Dipole Moment    :      0.00000      -0.00000       0.00000
FAD-014.mpi40.out:Total Dipole Moment    :      0.00000      -0.00000       0.00000
FAD-015.mpi40.out:Total Dipole Moment    :      0.00000      -0.00000       0.00001
FAD-016.mpi40.out:Total Dipole Moment    :     -0.00000       0.00000       0.01631
FAD-017.mpi40.out:Total Dipole Moment    :     -0.00000       0.00000       0.01906
FAD-018.mpi40.out:Total Dipole Moment    :     -0.00000       0.00000       0.02183
FAD-019.mpi40.out:Total Dipole Moment    :     -0.00000       0.00000       0.02461
FAD-020.mpi40.out:Total Dipole Moment    :     -0.00000       0.00000       0.02742
FAD-021.mpi40.out:Total Dipole Moment    :     -0.00000       0.00000       0.03025
FAD-022.mpi40.out:Total Dipole Moment    :     -0.00000       0.00000       0.03310
FAD-023.mpi40.out:Total Dipole Moment    :     -0.00000      -0.00000       0.03598
FAD-024.mpi40.out:Total Dipole Moment    :     -0.00000      -0.00000       0.03888
FAD-025.mpi40.out:Total Dipole Moment    :     -0.00000      -0.00000       0.04182
FAD-026.mpi40.out:Total Dipole Moment    :     -0.00000      -0.00000       0.04478
FAD-027.mpi40.out:Total Dipole Moment    :     -0.00000      -0.00000       0.04778
FAD-028.mpi40.out:Total Dipole Moment    :     -0.00000      -0.00000       0.05081
FAD-029.mpi40.out:Total Dipole Moment    :     -0.00000      -0.00000       0.05388
FAD-030.mpi40.out:Total Dipole Moment    :     -0.00000      -0.00000       0.05698
FAD-031.mpi40.out:Total Dipole Moment    :     -0.00000       0.00000       0.02007
FAD-032.mpi40.out:Total Dipole Moment    :     -0.00000       0.00000       0.02354
FAD-033.mpi40.out:Total Dipole Moment    :     -0.00000       0.00000       0.02706
FAD-034.mpi40.out:Total Dipole Moment    :     -0.00000       0.00000       0.03064
FAD-035.mpi40.out:Total Dipole Moment    :     -0.00000       0.00000       0.03430
FAD-036.mpi40.out:Total Dipole Moment    :     -0.00000       0.00000       0.03803
FAD-037.mpi40.out:Total Dipole Moment    :     -0.00000       0.00000       0.04184
FAD-038.mpi40.out:Total Dipole Moment    :     -0.00000       0.00000       0.04574
FAD-039.mpi40.out:Total Dipole Moment    :     -0.00000       0.00000       0.04973
FAD-040.mpi40.out:Total Dipole Moment    :     -0.00000      -0.00000       0.05382
