 point#   1   Q1 =    0.0 Q2 =   60.0 Qother = 0.0 Energy =   8.35 kcal/mol
 H     -1.00631984     0.54690074    -0.00000395
 O     -1.64713740    -0.04127671     0.24791735
 O      1.64714793     0.04126676     0.24792589
 O     -0.07089887    -1.64766919    -0.24793188
 O      0.07090852     1.64765841    -0.24792435
 C     -1.23385196    -1.26985768    -0.00000651
 C      1.23386176     1.26984767     0.00000317
 point#  42   Q1 =   40.0 Q2 =  170.0 Qother = 0.0 Energy =  17.30 kcal/mol
 H     -2.05360830    -1.99490341    -0.00000545
 H      2.05361683     1.99489471     0.00000897
 H      1.00633018    -0.54691111    -0.00000416
 H     -1.00631961     0.54690035    -0.00000420
 O     -1.64713708    -0.04127719     0.26341218
 O      1.64714826     0.04126660     0.26342126
 O     -0.07089840    -1.64766951    -0.26342763
 O      0.07090867     1.64765808    -0.26341963
 C     -1.23385153    -1.26985812    -0.00000691
 C      1.23386195     1.26984747     0.00000336
 point#  43   Q1 =   40.0 Q2 =  180.0 Qother = 0.0 Energy =  17.02 kcal/mol
 H     -2.05360782    -1.99490390    -0.00000577
 H      2.05361692     1.99489462     0.00000950
 H      1.00633057    -0.54691135    -0.00000440
 H     -1.00631937     0.54689995    -0.00000445
 O     -1.64713676    -0.04127766     0.27890701
 O      1.64714858     0.04126645     0.27891663
 O     -0.07089793    -1.64766983    -0.27892337
 O      0.07090881     1.64765774    -0.27891490
 C     -1.23385110    -1.26985856    -0.00000732
 C      1.23386214     1.26984727     0.00000356
 point#  44   Q1 =   40.0 Q2 =  190.0 Qother = 0.0 Energy =  16.88 kcal/mol
 H     -2.05360734    -1.99490439    -0.00000609
 H      2.05361700     1.99489453     0.00001003
 H      1.00633095    -0.54691158    -0.00000465
 H     -1.00631914     0.54689955    -0.00000469
 O     -1.64713645    -0.04127814     0.29440185
 O      1.64714890     0.04126629     0.29441200
 O     -0.07089746    -1.64767016    -0.29441911
 O      0.07090896     1.64765741    -0.29441017
 C     -1.23385067    -1.26985900    -0.00000772
 C      1.23386233     1.26984708     0.00000376
 point#  45   Q1 =   40.0 Q2 =  200.0 Qother = 0.0 Energy =  16.89 kcal/mol
 H     -2.05360685    -1.99490489    -0.00000641
 H      2.05361709     1.99489443     0.00001056
 H      1.00633133    -0.54691181    -0.00000489
 H     -1.00631891     0.54689916    -0.00000494
 O     -1.64713613    -0.04127862     0.30989668
 O      1.64714923     0.04126613     0.30990737
 O     -0.07089699    -1.64767048    -0.30991485
 O      0.07090911     1.64765708    -0.30990545
 C     -1.23385024    -1.26985943    -0.00000813
 C      1.23386252     1.26984688     0.00000396
 point#  46   Q1 =    0.0 Q4 =   60.0 Qother = 0.0 Energy =  10.11 kcal/mol
 H     -2.02425545    -2.02425675     0.33034780
 H      2.02425505     2.02425654     0.33034895
 H      0.77661559    -0.77661483    -0.10561335
 H     -0.77661614     0.77661485    -0.10561363
 O     -1.64740488    -0.05608819    -0.04139139
 O      1.64740419     0.05608803    -0.04139038
 O     -0.05608792    -1.64740223    -0.04139022
 O      0.05608729     1.64740211    -0.04138981
 C     -1.25185540    -1.25185486     0.09150678
 C      1.25185486     1.25185479     0.09150774
 point#  47   Q1 =    0.0 Q4 =   70.0 Qother = 0.0 Energy =  11.17 kcal/mol
 H     -2.02425540    -2.02425691     0.38540577
 H      2.02425492     2.02425666     0.38540711
 H      0.77661563    -0.77661474    -0.12321557
 H     -0.77661626     0.77661476    -0.12321590
 O     -1.64740515    -0.05608827    -0.04828995
 O      1.64740435     0.05608808    -0.04828878
 O     -0.05608796    -1.64740206    -0.04828859
 O      0.05608722     1.64740192    -0.04828811
 C     -1.25185550    -1.25185488     0.10675791
 C      1.25185487     1.25185479     0.10675903
 point#  48   Q1 =    0.0 Q4 =   80.0 Qother = 0.0 Energy =  12.62 kcal/mol
 H     -2.02425534    -2.02425707     0.44046374
 H      2.02425480     2.02425678     0.44046527
 H      0.77661566    -0.77661465    -0.14081780
 H     -0.77661639     0.77661467    -0.14081817
 O     -1.64740543    -0.05608835    -0.05518851
 O      1.64740451     0.05608814    -0.05518717
 O     -0.05608799    -1.64740190    -0.05518696
 O      0.05608715     1.64740173    -0.05518642
 C     -1.25185561    -1.25185489     0.12200904
 C      1.25185489     1.25185480     0.12201032
 point#  49   Q1 =    0.0 Q4 =   90.0 Qother = 0.0 Energy =  14.52 kcal/mol
 H     -2.02425528    -2.02425722     0.49552171
 H      2.02425467     2.02425691     0.49552343
 H      0.77661570    -0.77661455    -0.15842002
 H     -0.77661651     0.77661458    -0.15842045
 O     -1.64740570    -0.05608842    -0.06208708
 O      1.64740467     0.05608819    -0.06208557
 O     -0.05608803    -1.64740173    -0.06208533
 O      0.05608708     1.64740154    -0.06208472
 C     -1.25185571    -1.25185491     0.13726017
 C      1.25185490     1.25185480     0.13726161
 point#  50   Q1 =    0.0 Q4 =  100.0 Qother = 0.0 Energy =  16.95 kcal/mol
 H     -2.02425522    -2.02425738     0.55057967
 H      2.02425455     2.02425703     0.55058158
 H      0.77661573    -0.77661446    -0.17602224
 H     -0.77661664     0.77661449    -0.17602272
 O     -1.64740597    -0.05608850    -0.06898564
